Facility Id,Zip Code,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1008504,94510,2905969.642,2893407.1,7324,5238.542
1007786,73401,975372.058,966687.9,5161.5,3522.658
1008271,38109,1302338.618,1295035.9,3938,3364.718
1006062,77012,1524954.526,1517198.9,2730.75,5024.876
1008938,77590,2121484.052,2104777.4,9026,7680.652
1003779,57002,192931.124,192732.2,90.75,108.174
1006946,56181,171491.804,171314.8,80.75,96.254
1007704,54923,22862.694,818.5,22013.5,30.694
1006182,40070,31538.85,6.1,31532.75,
1004102,37203,130124.06,129989.8,61.25,73.01
1005005,15690,43346.936,43302,20.5,24.436
1001336,60609,46386.776,46339.1,21.75,25.926
1007040,94550,27338.25,,27338.25,
1004990,23298,37305.956,37267,17.5,21.456
1007703,48449,51159.15,228.3,50908.5,22.35
1001639,47598,13889.242,674.8,13213.25,1.192
1001643,15846,33039.3,222.8,32816.5,
1001642,40351,29172.242,432.3,28738.75,1.192
1002275,74019,3698601.678,2226326.9,449.5,1471825.278
1003589,36571,418141.942,413287.9,3638.5,1215.542
1007967,804,342285.642,341004.5,378.5,902.642
1008001,820,267781.18,266729.9,310.75,740.53
1002659,49503,45727.828,45680.7,21.5,25.628
1004486,48133,88212.9,34.9,88178,
1004859,48742,20953.618,18597.9,443.75,1911.968
1004428,49657,18034.984,16018.1,375.5,1641.384
1003580,79821,46862.432,46830.1,14.75,17.582
1008388,62634,64145.794,1888.9,62256,0.894
1003228,55792,34524.338,34320.4,75.5,128.438
1005588,92335,34221.272,34186.2,16,19.072
1003207,37841,39230.438,,39213.75,16.688
1005328,32128,420466.05,18.3,420447.75,
1004738,24084,28451.592,28422,13.5,16.092
1004490,50536,85497.928,85409.7,40.25,47.978
1000270,87002,45591.632,45545.6,21,25.032
1002989,43106,183033.96,182844.9,86.25,102.81
1002379,50501,163562.084,163393.3,77,91.784
1002690,51346,168020.468,167847.3,79,94.168
1005306,50451,101739.416,101634.2,48,57.216
1006245,47955,197069.708,196866.4,92.75,110.558
1009080,70079,2757041.612,2741161.9,9474.5,6405.212
1003150,68620,185832.3,185640.5,87.5,104.3
1006490,47620,169735.66,169560.3,80,95.36
1001967,50616,196495.96,196293.2,92.5,110.26
1005791,46714,166905.672,166733.6,78.5,93.572
1010774,90744,14275.79,14085.9,173.5,16.39
1006631,53233,461787.684,461317.5,214.5,255.684
1001457,91352,789367.12,788550.6,372.5,444.02
1002768,44510,188074.42,187942.9,60,71.52
1004324,77049,23620.312,23596.2,11,13.112
1001463,80302,9008.568,8999.8,4,4.768
1000814,33873,843187.302,842297.9,398,491.402
1001528,62090,14468.396,14453.6,6.75,8.046
1002736,70725,34994.468,34958.3,16.5,19.668
1011612,57069,31995.398,77.1,31918,0.298
1000111,11427,72019.832,71946.4,33.5,39.932
1005202,18252,618388.373,3838.8,4,9.238
1002452,64106,168854.764,168680.5,79.5,94.764
1013243,73102,21332.22,21310.3,10,11.92
1007205,19146,71555.652,71466.8,37,51.852
1003084,8608,29132.492,29102.9,13.5,16.092
1004202,74103,23195.56,23170.9,11.25,13.41
1014329,77905,55264.096,55208.2,25.5,30.396
1000924,77901,414919.312,414497.9,192.25,229.162
1007607,92392,34015,,34015,
1000552,24283,1287423.214,1276224.5,3795.5,7403.214
1005660,24061,67661.496,67591.9,31.75,37.846
1004548,93291,16532.5,,16532.5,
1002217,17015,213047.2,212882.8,75,89.4
1006397,76305,204969.56,204808.4,73.25,87.91
1002439,16314,72656.744,72600.3,25.75,30.694
1004449,55308,216505.5,,216505.5,
1014177,77536,6101.376,6094.8,3,3.576
1006868,77469,12436232.36,12345818.7,33168.75,57244.906
1006794,43961,6026746.128,5995129.2,1575.25,30041.678
1001007,45153,3073483.534,3048892.8,8995.5,15595.234
1007124,31058,409289.75,,409289.75,
1007705,54895,17074.324,654.7,16378.5,41.124
1000908,29697,1841850.1,1839975.2,854.25,1020.65
1011462,60629,21472.42,21450.5,10,11.92
1013253,46312,25352.704,25326.4,12,14.304
1006993,46992,68480.848,140.8,68339.75,0.298
1006025,30161,95327.5,,95327.5,
1005111,11224,32779.728,32746.3,15.25,18.178
1006253,16912,17476.222,17398.1,29.25,48.872
1007282,84040,48018.75,,48018.75,
1004351,84029,93236.6,20.1,93216.5,
1004515,97058,18639.5,,18639.5,
1005064,84780,7004.5,,7004.5,
1005944,61327,103565.144,103563.5,0.75,0.894
1005091,99164,82951.664,82851.9,42.25,57.514
1003454,81005,14339.25,25.5,14313.75,
1007583,23030,56686.8,132.8,56554,
1007935,17225,12394.144,767,11626.25,0.894
1007989,97812,282747.746,3915,278631,201.746
1007818,98802,50095.75,,50095.75,
1003800,94577,1878.146,811.3,1066.25,0.596
1007797,70785,31464.634,933,30529.25,2.384
1003299,70755,41474.75,,41474.75,
1003259,48359,116698.244,236.4,116416.25,45.594
1003582,48184,182220.848,679.8,181540.75,0.298
1007890,39571,46757,0,46757,
1003399,39165,81311,239,81072,
1007891,38851,30880.976,,30862.5,18.476
1007617,14030,60803.866,1475.2,59226.75,101.916
1007894,78754,72423.974,323,72037.5,63.474
1007683,38664,34062.898,162.1,33900.5,0.298
1007834,54247,20874.592,1271.7,19519.75,83.142
1007854,75423,17295.25,,17295.25,
1007852,75125,258495.526,31577.3,226862.5,55.726
1003556,19464,5804.046,594.7,5208.75,0.596
1007907,80126,3976.5,,3976.5,
1007851,74116,75326.45,83.2,75243.25,
1007801,73141,148126.724,6972.1,141150.75,3.874
1002854,54481,25003.248,148.7,24854.25,0.298
1007720,49733,13170.694,1149.3,12020.5,0.894
1002902,57201,38609.25,,38609.25,
1008042,97016,301049.704,272175,27355.5,1519.204
1001863,54981,189501.62,188432.9,393.75,674.97
1007061,62837,36656.75,,36656.75,
1005556,48202,36576.712,36538.9,17.25,20.562
1013807,73084,35435.25,,35435.25,
1004799,79045,107893.444,107782.2,50.75,60.494
1006135,71055,31839.5,,31839.5,
1003526,60557,90312.56,90219.4,42.5,50.66
1006651,2481,11895.946,11881.9,6,8.046
1004251,29385,109373.346,,109372.75,0.596
1007889,38320,52637.118,152.3,52413,71.818
1001819,96001,63361,,63361,
1005090,42301,161969.8,16.3,161953.5,
1006173,96738,8249.5,,8249.5,
1001952,42066,113417.75,35,113382.75,
1005061,92111,141543.75,,141543.75,
1006597,32011,23601,,23601,
1004748,89437,162266.688,162099,76.5,91.188
1002716,19508,18525.848,167.3,18358.25,0.298
1004271,61455,25134.956,25109.2,11.75,14.006
1003293,49008,65240.104,65172.7,30.75,36.654
1005217,14103,81997.192,81912.8,38.5,45.892
1000405,67748,46403.776,46356.1,21.75,25.926
1006501,95648,26175,,26175,
1000019,69361,249979.072,248405.3,578.75,995.022
1001823,80701,92392.73,92306.8,38.25,47.68
1001783,59101,113595.1,112796,292.5,506.6
1004492,77082,24424.008,24398.8,11.5,13.708
1003655,70665,1024161.732,1005961.4,7976.25,10224.082
1003654,70665,32857.976,32824,15.5,18.476
1005564,70664,161184,161108,76,
1004900,70734,230512.618,230104.3,150.25,258.068
1006621,42029,517429.48,512938.1,3281.5,1209.88
1000291,15012,48153.25,,48153.25,
1004024,75203,32735.476,32701.5,15.5,18.476
1007871,49037,57035.336,56976.7,26.75,31.886
1007804,37405,42399.428,42353.3,20.5,25.628
1005768,18327,27980.944,27951.9,13.25,15.794
1005012,71247,310481.662,305042.6,1134.75,4304.312
1006454,98632,209295.436,203017.6,1209.75,5068.086
1002305,77615,473752.228,360690.7,105794.5,7267.028
1007831,49093,45679.196,1260.1,44418.5,0.596
1002470,74883,25190.85,13407.9,11775.5,7.45
1003960,49663,39065,12.5,39052.5,
1005918,16161,35589.416,35552.7,16.75,19.966
1004094,21230,213349.618,201704,4541,7104.618
1006369,3303,66788.64,63574.8,1253,1960.84
1006282,19067,164154.436,156054,3159,4941.436
1004279,8093,61539.842,58387.3,1229.25,1923.292
1004968,12839,59909.104,57064.1,1109.75,1735.254
1006267,1527,215640.23,204889,4192.25,6558.98
1004101,1845,176977.162,168053,3480,5444.162
1004531,33314,300860.788,285287,6073.25,9500.538
1004244,10566,285534.428,271522,5464,8548.428
1002514,77016,21056.75,,21056.75,
1001993,48650,22524.498,100.2,22424,0.298
1002567,61270,110758.6,8.1,110750.5,
1005339,48073,33065.776,33031.8,15.5,18.476
1003695,43506,134640.348,56.8,134583.25,0.298
1007799,78634,126287.25,,126287.25,
1004558,44201,9932.25,,9932.25,
1002633,76504,50999.908,50947.3,24,28.608
1003867,6095,6159,0,6159,
1007224,54901,21955.184,57.6,21887.75,9.834
1006358,61109,229588.248,74.7,229513.25,0.298
1000382,52101,35980.25,,35980.25,
1000041,53211,41161.896,41119.7,19.25,22.946
1004874,54495,94772.94,2890.7,91880.75,1.49
1003212,35661,171251.956,171075.5,80.5,95.956
1003213,35661,99738.124,99635.1,47,56.024
1005266,84022,52415.192,453.5,51960.5,1.192
1003187,93307,30688.284,30656.5,14.5,17.284
1003555,0,278856.218,267801.7,10751.75,302.768
1005736,0,64191.742,58946.4,5192,53.342
1002568,0,61341.904,57807.4,3475.5,59.004
1002345,0,76015.648,36438,39555,22.648
1003717,0,106226.194,62007.7,44158,60.494
1007560,0,34553.002,12709.1,21836.75,7.152
1010655,0,32325.896,23622.3,8665.75,37.846
1002776,77046,24635.756,11059.7,13569.5,6.556
1003656,0,75828.804,27467.3,48339.75,21.754
1012324,0,92174.58,83690.3,8414.25,70.03
1013204,0,77803.986,72057.3,5685,61.686
1011425,0,202846.774,192343.6,10357.75,145.424
1010398,0,50639.758,43976.2,6627.5,36.058
1014135,70631,2381979.462,2356525.6,24137,1316.862
1003097,75163,44205.994,31105.2,13085,15.794
1013662,79706,210221.358,198888.6,11252,80.758
1010358,75974,46303.474,38900.2,7384.5,18.774
1003128,79781,100437.402,49124.6,51290.75,22.052
1004704,78369,90944.76,90305.6,588.5,50.66
1003848,82633,103897.738,103729.5,159,9.238
1014729,79770,130774.538,129570.2,1135.5,68.838
1006225,78072,91932.078,90383,1516,33.078
1007779,76943,29532.256,28566,952.25,14.006
1013814,79754,115791.612,112717.7,3031,42.912
1013973,79739,131177.26,125319.4,5799.75,58.11
1014705,77002,53276.694,51332.9,1928,15.794
1003447,81648,19733.432,18063.8,1659.5,10.132
1011967,43907,8827.038,8590.4,212.5,24.138
1004502,87413,195925.932,195586.9,314,25.032
1007903,73491,30625.30999,29706.40973,912.7849508,6.115306336
1007396,70091,173486.5312,171783.2063,1606.939577,96.38534481
1009233,82902,30697.042,29103.7,1577.25,16.092
1009130,49730,37325.976,37138.4,184,3.576
1002629,79323,138635.994,138153.6,407,75.394
1003317,76088,53286.21,50495.9,2762,28.31
1005693,71019,154198.564,117340.9,36822.5,35.164
1014362,79526,20346.478,18790,1545.75,10.728
1002029,77964,142275.544,140768.3,1446.75,60.494
1002630,79323,38796.692,38479.6,301,16.092
1002214,36523,127771.77,125938,1762.25,71.52
1002319,81650,339909.386,336692.4,3125.5,91.486
1003441,76486,42305.598,39852.2,2430.75,22.648
1005691,79730,73461.248,71423.2,2000.5,37.548
1007399,75692,42236.504,39300,2914.75,21.754
1003254,80019,52705.976,46280.8,6399.25,25.926
1001635,73717,71506.02106,69883.25611,1583.517347,39.24761009
1011351,77989,13179.2646,11821.5,1351,6.7646
1014428,42166,5716.8,78.3,5638.5,
1008374,39668,63389.598,53668.5,9691,30.098
1002617,15456,22241.584,17341.5,4890.25,9.834
1004903,48356,48390.382,44446.6,3918.75,25.032
1004846,46350,6250.734,4502.1,1746.25,2.384
1007787,48095,44215.206,38273,5920.75,21.456
1003671,56510,18305.446,14336.9,3960.5,8.046
1003435,71251,64937.334,57533.4,7371.75,32.184
1014573,77630,27637.59,16140.9,11487.75,8.94
1014728,77662,25935.722,20564.1,5360,11.622
1003250,79730,37813.322,20894.7,16907,11.622
1002467,74860,29923.462,23395.1,6515.25,13.112
1002133,82633,23173.97,20969.3,2192.75,11.92
1002201,67951,32518.55,26705.4,5798.25,14.9
1003681,79096,34320.096,27449.1,6855.5,15.496
1003682,79331,36179.932,31554.6,4607.75,17.582
1013667,44273,47652.624,46777.4,849,26.224
1014094,79730,64053.666,62072.3,1946.5,34.866
1012897,79730,60288.3,13222.6,47058.25,7.45
1002079,82336,9478.924,6818.3,2656.75,3.874
1012921,43160,169505.67,166957.3,2454.5,93.87
1006154,50701,30525.012,22703.9,7808,13.112
1014566,4092,29714.994,28387.2,1312,15.794
1011828,77456,45798.194,41464.2,4310.75,23.244
1004647,48065,43023.792,41652.5,1347.75,23.542
1006207,60565,12172.568,,12063.5,109.068
1007879,3839,130251.502,1183.8,128919,148.702
1004496,93249,34838.168,34802,16.5,19.668
1001889,4694,216726.112,184705.9,28967.5,3052.712
1007518,62084,3935346.646,3910280.3,17355,7711.346
1004321,16650,5587.498,99.2,5488,0.298
1005516,25002,433752.14,431672.9,2077.75,1.49
1013246,22841,34211.172,34176.1,16,19.072
1008434,48192,9311.116,9301.8,4.25,5.066
1013899,19426,24823.256,24797.5,11.75,14.006
1004972,77095,57679.632,57619.9,27.25,32.482
1002310,73098,613714.448,607400.3,4615.25,1698.898
1006370,82423,185951.728,185434.4,186.25,331.078
1004459,82701,160314.056,159288.3,602,423.756
1007561,82401,38131.928,38075.6,23.25,33.078
1012853,47885,64971.708,64905.4,30.25,36.058
1012170,37310,48151.368,48101.5,22.75,27.118
1001080,11786,22135.492,22059.4,22.75,53.342
1009361,98607,98159.77577,14277.8,6.75,7894.02
1000069,6460,44009.513,43965,20.375,24.138
1010417,91745,243602.596,243354.9,113,134.696
1000464,95380,660070.804,659400.6,305.75,364.454
1000278,89019,1092708.848,1091598.6,506.5,603.748
1001551,51501,6601780.366,6550298.2,18823.75,32658.416
1001328,30656,420049.844,419623.5,194.5,231.844
1001015,30170,1016806.662,1008757.5,2940.25,5108.912
1007100,30217,915900.756,914970.8,424.25,505.706
1010612,30170,3364045.284,3360629.6,1558.25,1857.434
1000880,16365,8814.416,8805.1,4.25,5.066
1011685,22630,2855082.52,2852183.6,1322.5,1576.42
1000121,19977,38813.784,38761.1,20.5,32.184
1010057,42431,332095.5,,332095.5,
1013783,35444,618371.15,21.4,618349.75,
1010328,35444,1187812.65,21.4,1187791.25,
1001135,36553,459505.448,459039.1,212.75,253.598
1000791,31082,252300.716,252044.8,116.75,139.166
1013864,70427,188178.652,187987.4,87.25,104.002
1014463,98857,25914.952,25888.1,12.25,14.602
1000168,45715,1958798.34,1956809.1,907.5,1081.74
1006683,63110,37231.76,37193.4,17.5,20.86
1004117,38311,79115,,79115,
1000538,6708,23596.41,23572,11,13.41
1000911,29044,1776781.562,1762259.2,5308.5,9213.862
1001190,70066,220932.974,220688,107,137.974
1000106,45786,2530580.124,2528011.1,1172,1397.024
1000698,39501,1438793.716,1437332.2,666.75,794.766
1001522,60087,1398592.714,1387801,3947.25,6844.464
1002200,54981,92159.274,91611.2,201.5,346.574
1004754,37331,45181.548,44921.6,95.75,164.198
1002756,47586,206705.066,205518,437,750.066
1005274,28333,62782,,62782,
1010166,72833,42306.586,3780.5,38524,2.086
1011314,36346,28372.02,7839.8,20527.75,4.47
1006538,76086,58652.25,,58652.25,
1014133,74063,32081.78,32048.9,15,17.88
1011009,84401,43228.55,35.3,43193.25,
1005241,74880,3543.836,3540,1.75,2.086
1000375,75686,4713706.96,4676753.5,13517.25,23436.21
1012757,70081,20679.072,20657.7,9.75,11.622
1000249,53701,226660.504,226428.7,105.75,126.054
1007171,33470,6868988.116,6861988.6,3187.5,3812.016
1011543,8066,770238.544,769456,357,425.544
1010310,81434,144811.058,5436.3,139368.5,6.258
1004627,62890,66225.25,,66225.25,
1014398,75901,8074.136,7503.3,84.5,486.336
1012765,32568,34392.12,34356.5,16.25,19.37
1014663,56678,27349.964,26289.6,161,899.364
1001180,66021,117895.612,117775.6,54.75,65.262
1000109,44053,404663.166,404211.5,200.75,250.916
1000985,54143,178187.688,178006.3,82.75,98.638
1007964,36732,107410.312,68900.9,33624,4885.412
1005480,79311,131628,,131628,
1000117,84170,281361.008,281075.5,130.25,155.258
1011051,13204,171326.156,171149.7,80.5,95.956
1002272,32034,390894.76,384314.8,1396.25,5183.71
1000319,29501,271586.16,239221.5,24938.5,7426.16
1006958,32401,189772.568,147840.8,40064.5,1867.268
1007846,32218,290654.534,229658,60867.5,129.034
1008553,35772,144877.926,89482.3,48955.25,6440.376
1005579,23181,566833.186,459151.4,103314,4367.786
1008708,23860,115210.486,110987.3,771.75,3451.436
1000426,29423,650656.48,542752.2,100049,7855.28
1000262,36868,427643.358,297902.8,118492.25,11248.308
1010759,29330,54245.196,54189.3,25.5,30.396
1006423,5485,36047.154,36007.9,17.5,21.754
1000166,27870,285999.626,247509.5,35216,3274.126
1006988,55114,114738.52,114620.7,53.75,64.07
1000624,98421,130929.074,125572.1,972.5,4384.474
1000256,24426,1170413.428,943286.8,216000.5,11126.128
1001404,4092,920808.888,919874,426.5,508.388
1014561,98225,12400.256,12388.2,5.5,6.556
1014577,36784,27265.448,27237.5,12.75,15.198
1007750,70669,73204.108,73137.8,30.25,36.058
1002350,70764,1067703.648,1066648.2,481.5,573.948
1011708,75602,22003.068,21980.6,10.25,12.218
1008459,70669,3036845.354,3033731.1,1416.25,1698.004
1003903,39730,57854.532,57794.8,27.25,32.482
1000986,54455,3825285.288,3805385.8,1004.5,18894.988
1007840,76008,6419.732,,6387.25,32.482
1004292,59912,36381.648,33976.1,356.5,2049.048
1001371,47597,45387.032,45341,21,25.032
1006744,60585,30550.65,118.4,30432.25,
1000510,54701,62782.048,62704.8,32.25,44.998
1004283,6605,292494.184,276810,6116,9568.184
1004540,6351,75177.712,71444.3,1455.5,2277.912
1004969,23704,167982.326,158599.9,3657.25,5725.176
1004287,1906,134992.926,127138,3061,4793.926
1001002,72132,5709994.158,5665280.2,16353,28360.958
1011237,62828,719299.25,,719299.25,
1003284,71203,175705,0,175705,
1006467,32096,70318.488,70301.5,7.75,9.238
1001292,53190,422109.68,421680,195.75,233.93
1005667,47374,66539.502,66011.8,192.75,334.952
1005053,68025,20352.424,20331.6,9.5,11.324
1004542,62024,29650.864,29616.1,14.5,20.264
1013046,21918,1489848.08,1488335.6,690,822.48
1006748,28669,62470.25,,62470.25,
1000936,75630,572265.58,571684.7,265,315.88
1001523,60446,358625.958,355869.4,1007,1749.558
1005050,97068,74203.32,74126.6,35,41.72
1001615,4096,212646.202,211948.8,206,491.402
1000542,78945,45385.98,45339.4,21.25,25.33
1011469,93458,29514.988,29484.3,14,16.688
1003536,32055,52937.5,,52937.5,
1013018,39339,71154.332,71080.9,33.5,39.932
1008028,29440,2616750.842,2597208.6,7144.25,12397.992
1000098,76487,1132980.652,1131830.4,524.75,625.502
1003711,31020,73680.52,18.3,73620.5,41.72
1001401,24202,22893.016,22870,10.5,12.516
1001334,76048,1001175.04,1000158.5,463.75,552.79
1013006,76048,2232526.776,2230259.7,1034.25,1232.826
1013716,18853,26057.952,26031.1,12.25,14.602
1012448,27709,191678.7237,2121,1,447.298
1005759,27703,79403.33852,13122.1,6.25,657.388
1013315,49895,58126.7,42.2,58084.5,
1012054,8832,1594399.368,1592774,741.5,883.868
1001107,95351,161896.248,161731.3,75.25,89.698
1001085,45100,105889.386,105720,63,106.386
1004402,93274,20125.25,,20125.25,
1002511,71047,127722.25,,127722.25,
1001337,47471,43789.84,43746,20,23.84
1011697,43515,24997.656,24971.9,11.75,14.006
1004313,47471,37193.5,,37193.5,
1000050,82718,838840.008,832263.7,2405.5,4170.808
1000465,82718,876715.646,869842.8,2514,4358.846
1000528,82718,897260.36,890226.3,2573,4461.06
1004817,1536,24176.508,24151.3,11.5,13.708
1001028,82716,2152083.618,2135232.3,6163.25,10688.068
1009738,79415,67022.67697,4262,2,75.096
1002304,14580,28741.892,28712.3,13.5,16.092
1004918,98953,45783,,45783,
1004916,98901,128470.15,14.4,128455.75,
1004800,6520,103165.448,103046.6,51.5,67.348
1004835,6520,100426.646,100308.5,50.5,67.646
1007803,59101,791799.18,789934,551,1314.18
1008000,29745,29342.5,,29342.5,
1006647,17406,168496.514,160220,3227.5,5049.014
1009168,85364,27882.896,27854.4,13,15.496
1002083,80759,55500.192,55443.2,26,30.992
1001511,30264,872712.316,871826.2,404.25,481.866
1012035,96929,86779.346,86482.4,87.75,209.196
1014303,96929,54233.572,54048,54.75,130.822
1011371,95776,21327.25,,21327.25,
1000071,17314,2930480.344,2927418.5,1377.25,1684.594
1001205,23692,31551.404,31475.6,24.25,51.554
1004577,95993,12737.852,12724.7,6,7.152
1000123,95993,40904,40862.9,18.75,22.35
1001424,85364,195011.516,194811.4,90.75,109.366
1013961,48847,47503.272,47454.5,22.25,26.522
